prospect_id,start_date,funnel_stage,access_channel,region,lead_source,days_interacted,services_interested,services_purchased,revenue,total_cost
1432,2/7/2025 3:34,Proposal & Negotiation,Tablet,France,Social Media,45,1,0,0,246
2985,7/11/2025 23:38,Awareness,Desktop,Canada,Social Media,64,1,0,0,569
2985,7/11/2025 23:38,Interested,Desktop,Canada,Social Media,20,1,0,0,666
2985,7/11/2025 23:40,Proposal & Negotiation,Desktop,Canada,Social Media,75,4,0,0,767
2985,7/11/2025 23:41,Proposal & Negotiation,Desktop,Canada,Social Media,56,4,0,0,704
2985,7/11/2025 23:43,Deal Signed,Desktop,Canada,Social Media,128,5,4,32750,17778
2071,7/26/2025 13:33,Awareness,Tablet,UK,Social Media,129,1,0,0,374
2071,7/26/2025 13:35,Interested,Tablet,UK,Social Media,119,3,0,0,257
1157,4/4/2025 18:42,Awareness,Tablet,France,Email,75,0,0,0,791
1157,4/4/2025 18:45,Interested,Tablet,France,Email,129,1,0,0,316
2314,3/13/2025 22:22,Awareness,Desktop,Germany,Social Media,115,0,0,0,647
2314,3/13/2025 22:24,Interested,Desktop,Germany,Social Media,128,3,0,0,210
1395,5/3/2025 7:20,Awareness,Tablet,UK,Direct,122,1,0,0,583
1304,1/8/2025 4:52,Awareness,Tablet,India,Social Media,128,0,0,0,447
1304,1/8/2025 4:53,Interested,Tablet,India,Social Media,67,3,0,0,637
1304,1/8/2025 4:55,Proposal & Negotiation,Tablet,India,Social Media,116,4,0,0,363
1304,1/8/2025 4:57,Proposal & Negotiation,Tablet,India,Social Media,119,1,0,0,774
1304,1/8/2025 5:00,Deal Signed,Tablet,India,Social Media,122,2,2,15900,6903
2319,2/10/2025 7:44,Awareness,Tablet,India,Google,129,1,0,0,527
2319,2/10/2025 7:45,Interested,Tablet,India,Google,43,3,0,0,445
2691,4/7/2025 13:30,Awareness,Desktop,France,Email,119,1,0,0,731
2691,4/7/2025 13:32,Interested,Desktop,France,Email,110,2,0,0,511
2691,4/7/2025 13:33,Proposal & Negotiation,Desktop,France,Email,95,1,0,0,708
2691,4/7/2025 13:36,Proposal & Negotiation,Desktop,France,Email,129,3,0,0,354
2388,1/25/2025 15:45,Awareness,Tablet,Canada,Email,129,0,0,0,521
2388,1/25/2025 15:46,Interested,Tablet,Canada,Email,47,2,0,0,333
1778,8/13/2025 23:05,Awareness,Desktop,Germany,Social Media,22,0,0,0,598
1778,8/13/2025 23:06,Interested,Desktop,Germany,Social Media,104,1,0,0,424
1778,8/13/2025 23:07,Proposal & Negotiation,Desktop,Germany,Social Media,64,3,0,0,548
1778,8/13/2025 23:10,Proposal & Negotiation,Desktop,Germany,Social Media,128,4,0,0,343
1778,8/13/2025 23:12,Deal Lost,Desktop,Germany,Social Media,101,2,0,0,382
2543,2/12/2025 13:27,Awareness,Mobile,Australia,Social Media,25,0,0,0,203
1067,8/20/2025 7:45,Awareness,Desktop,Australia,Direct,121,0,0,0,611
1082,5/8/2025 16:30,Awareness,Mobile,UK,Direct,121,1,0,0,565
1082,5/8/2025 16:31,Interested,Mobile,UK,Direct,35,3,0,0,468
1082,5/8/2025 16:34,Proposal & Negotiation,Mobile,UK,Direct,129,2,0,0,483
2245,1/24/2025 6:06,Awareness,Mobile,USA,Email,119,1,0,0,691
2245,1/24/2025 6:07,Interested,Mobile,USA,Email,85,2,0,0,578
1848,3/22/2025 12:07,Awareness,Tablet,France,Social Media,126,1,0,0,456
2328,3/23/2025 14:55,Awareness,Tablet,UK,Social Media,70,0,0,0,303
2328,3/23/2025 14:56,Interested,Tablet,UK,Social Media,39,2,0,0,685
2328,3/23/2025 14:58,Proposal & Negotiation,Tablet,UK,Social Media,108,4,0,0,721
2328,3/23/2025 14:59,Proposal & Negotiation,Tablet,UK,Social Media,60,5,0,0,769
1420,7/13/2025 21:51,Awareness,Mobile,USA,Google,128,1,0,0,537
1420,7/13/2025 21:53,Interested,Mobile,USA,Google,122,3,0,0,381
1297,3/15/2025 3:29,Awareness,Desktop,Germany,Email,126,0,0,0,471
1297,3/15/2025 3:30,Interested,Desktop,Germany,Email,58,1,0,0,366
2626,4/16/2025 1:11,Awareness,Tablet,USA,Google,34,0,0,0,245
2626,4/16/2025 1:14,Interested,Tablet,USA,Google,126,2,0,0,645
1019,3/1/2025 7:54,Awareness,Desktop,Australia,Direct,58,1,0,0,774
1019,3/1/2025 7:57,Interested,Desktop,Australia,Direct,126,2,0,0,521
2802,2/8/2025 21:17,Awareness,Mobile,Australia,Google,129,0,0,0,285
2190,8/22/2025 21:44,Awareness,Mobile,India,Direct,46,1,0,0,386
2190,8/22/2025 21:46,Interested,Mobile,India,Direct,72,1,0,0,568
2190,8/22/2025 21:47,Proposal & Negotiation,Mobile,India,Direct,76,4,0,0,545
2190,8/22/2025 21:48,Proposal & Negotiation,Mobile,India,Direct,49,4,0,0,491
2190,8/22/2025 21:50,Deal Lost,Mobile,India,Direct,125,2,0,0,478
1814,1/14/2025 18:38,Awareness,Tablet,USA,Direct,22,1,0,0,757
2010,7/26/2025 15:56,Awareness,Desktop,France,Google,68,0,0,0,510
2010,7/26/2025 15:57,Interested,Desktop,France,Google,42,2,0,0,543
2020,4/16/2025 18:57,Awareness,Desktop,France,Direct,129,1,0,0,469
2020,4/16/2025 19:00,Interested,Desktop,France,Direct,128,3,0,0,594
2020,4/16/2025 19:02,Proposal & Negotiation,Desktop,France,Direct,128,5,0,0,705
1341,4/4/2025 19:08,Awareness,Mobile,UK,Email,49,0,0,0,391
1341,4/4/2025 19:09,Interested,Mobile,UK,Email,72,3,0,0,631
1341,4/4/2025 19:11,Proposal & Negotiation,Mobile,UK,Email,70,4,0,0,338
1341,4/4/2025 19:11,Proposal & Negotiation,Mobile,UK,Email,16,3,0,0,740
1341,4/4/2025 19:11,Deal Signed,Mobile,UK,Email,39,4,4,22680,11072
2603,4/5/2025 22:08,Awareness,Mobile,Canada,Social Media,66,1,0,0,290
2603,4/5/2025 22:08,Interested,Mobile,Canada,Social Media,22,3,0,0,767
2617,8/15/2025 5:45,Awareness,Desktop,Australia,Social Media,129,1,0,0,672
1613,4/14/2025 21:29,Awareness,Desktop,Germany,Google,129,0,0,0,514
1613,4/14/2025 21:29,Interested,Desktop,Germany,Google,20,2,0,0,574
2169,8/31/2025 13:51,Awareness,Desktop,Germany,Google,104,0,0,0,268
2169,8/31/2025 13:52,Interested,Desktop,Germany,Google,70,1,0,0,555
1521,5/12/2025 19:31,Awareness,Tablet,Canada,Email,65,1,0,0,458
1521,5/12/2025 19:34,Interested,Tablet,Canada,Email,126,1,0,0,762
1803,2/11/2025 14:12,Awareness,Tablet,UK,Social Media,15,1,0,0,480
1803,2/11/2025 14:14,Interested,Tablet,UK,Social Media,119,2,0,0,325
1803,2/11/2025 14:16,Proposal & Negotiation,Tablet,UK,Social Media,124,4,0,0,326
1803,2/11/2025 14:18,Proposal & Negotiation,Tablet,UK,Social Media,119,2,0,0,258
1803,2/11/2025 14:21,Deal Signed,Tablet,UK,Social Media,129,3,2,20230,8737
1847,3/21/2025 3:28,Awareness,Tablet,France,Direct,115,1,0,0,757
1847,3/21/2025 3:30,Interested,Tablet,France,Direct,119,3,0,0,765
1847,3/21/2025 3:31,Proposal & Negotiation,Tablet,France,Direct,69,4,0,0,470
2698,1/27/2025 11:36,Awareness,Tablet,UK,Direct,67,1,0,0,651
2698,1/27/2025 11:38,Interested,Tablet,UK,Direct,122,1,0,0,429
2882,6/20/2025 0:44,Awareness,Mobile,India,Google,29,1,0,0,660
1043,8/3/2025 9:49,Awareness,Desktop,Australia,Email,97,0,0,0,328
1043,8/3/2025 9:52,Interested,Desktop,Australia,Email,129,3,0,0,485
2306,6/5/2025 7:24,Awareness,Mobile,Germany,Direct,111,1,0,0,371
2306,6/5/2025 7:26,Interested,Mobile,Germany,Direct,74,2,0,0,619
2306,6/5/2025 7:27,Proposal & Negotiation,Mobile,Germany,Direct,67,2,0,0,397
2306,6/5/2025 7:30,Proposal & Negotiation,Mobile,Germany,Direct,129,3,0,0,383
2306,6/5/2025 7:31,Deal Signed,Mobile,Germany,Direct,108,3,1,4370,1451
2804,4/23/2025 13:30,Awareness,Tablet,Australia,Google,95,0,0,0,722
2804,4/23/2025 13:32,Interested,Tablet,Australia,Google,76,3,0,0,521
2292,7/27/2025 20:05,Awareness,Desktop,USA,Email,69,1,0,0,211
2234,4/25/2025 2:57,Awareness,Tablet,USA,Social Media,104,0,0,0,422
2388,5/11/2025 20:10,Awareness,Mobile,USA,Social Media,128,0,0,0,639
2388,5/11/2025 20:11,Interested,Mobile,USA,Social Media,15,3,0,0,441
1137,4/14/2025 4:07,Awareness,Desktop,USA,Social Media,43,0,0,0,554
1137,4/14/2025 4:10,Interested,Desktop,USA,Social Media,122,3,0,0,737
1137,4/14/2025 4:10,Proposal & Negotiation,Desktop,USA,Social Media,20,3,0,0,506
1137,4/14/2025 4:11,Proposal & Negotiation,Desktop,USA,Social Media,69,2,0,0,259
1137,4/14/2025 4:13,Deal Signed,Desktop,USA,Social Media,81,2,2,18040,6818
1628,8/10/2025 2:09,Awareness,Tablet,France,Social Media,126,0,0,0,738
1628,8/10/2025 2:10,Interested,Tablet,France,Social Media,55,2,0,0,241
2063,1/23/2025 20:26,Awareness,Mobile,USA,Social Media,123,0,0,0,721
2063,1/23/2025 20:29,Interested,Mobile,USA,Social Media,129,3,0,0,583
2188,6/8/2025 23:43,Awareness,Tablet,UK,Google,30,0,0,0,758
2528,5/6/2025 16:16,Awareness,Mobile,India,Email,21,1,0,0,683
1591,2/25/2025 9:58,Awareness,Tablet,France,Direct,34,1,0,0,748
1591,2/25/2025 9:59,Interested,Tablet,France,Direct,96,3,0,0,255
2502,3/29/2025 3:03,Awareness,Mobile,Australia,Social Media,88,1,0,0,372
2502,3/29/2025 3:06,Interested,Mobile,Australia,Social Media,122,2,0,0,295
2502,3/29/2025 3:09,Proposal & Negotiation,Mobile,Australia,Social Media,129,3,0,0,523
1996,3/7/2025 17:21,Awareness,Mobile,Canada,Google,126,1,0,0,412
1996,3/7/2025 17:24,Interested,Mobile,Canada,Google,128,2,0,0,547
1996,3/7/2025 17:27,Proposal & Negotiation,Mobile,Canada,Google,128,5,0,0,321
1996,3/7/2025 17:30,Proposal & Negotiation,Mobile,Canada,Google,126,3,0,0,270
1996,3/7/2025 17:31,Deal Lost,Mobile,Canada,Google,113,4,0,0,472
1642,6/24/2025 5:51,Awareness,Mobile,Germany,Social Media,129,1,0,0,487
2704,1/13/2025 14:38,Awareness,Desktop,India,Google,122,0,0,0,402
2704,1/13/2025 14:40,Interested,Desktop,India,Google,107,3,0,0,583
2704,1/13/2025 14:43,Proposal & Negotiation,Desktop,India,Google,128,3,0,0,431
2704,1/13/2025 14:45,Proposal & Negotiation,Desktop,India,Google,119,5,0,0,339
2704,1/13/2025 14:47,Deal Signed,Desktop,India,Google,122,5,1,4240,1556
2840,5/9/2025 15:26,Awareness,Desktop,Canada,Direct,23,1,0,0,775
2840,5/9/2025 15:27,Interested,Desktop,Canada,Direct,89,1,0,0,786
2840,5/9/2025 15:29,Proposal & Negotiation,Desktop,Canada,Direct,105,3,0,0,479
2789,4/24/2025 15:10,Awareness,Desktop,France,Email,101,0,0,0,514
2789,4/24/2025 15:13,Interested,Desktop,France,Email,122,2,0,0,435
2317,2/3/2025 10:35,Awareness,Desktop,USA,Social Media,107,1,0,0,255
2035,8/16/2025 3:40,Awareness,Mobile,France,Google,26,0,0,0,268
1675,2/16/2025 2:24,Awareness,Desktop,Canada,Google,27,0,0,0,475
1675,2/16/2025 2:25,Interested,Desktop,Canada,Google,66,1,0,0,621
1675,2/16/2025 2:26,Proposal & Negotiation,Desktop,Canada,Google,84,1,0,0,218
2261,7/29/2025 1:09,Awareness,Tablet,Canada,Google,81,1,0,0,432
2261,7/29/2025 1:12,Interested,Tablet,Canada,Google,128,3,0,0,503
2369,8/31/2025 23:03,Awareness,Desktop,Australia,Social Media,109,1,0,0,462
2369,8/31/2025 23:06,Interested,Desktop,Australia,Social Media,129,2,0,0,327
2369,8/31/2025 23:06,Proposal & Negotiation,Desktop,Australia,Social Media,53,2,0,0,622
1932,8/28/2025 2:05,Awareness,Mobile,India,Email,126,1,0,0,298
1932,8/28/2025 2:07,Interested,Mobile,India,Email,117,3,0,0,768
1932,8/28/2025 2:08,Proposal & Negotiation,Mobile,India,Email,60,4,0,0,394
1932,8/28/2025 2:11,Proposal & Negotiation,Mobile,India,Email,129,3,0,0,517
1932,8/28/2025 2:12,Deal Lost,Mobile,India,Email,92,5,0,0,398
1659,5/25/2025 23:47,Awareness,Desktop,UK,Direct,16,0,0,0,269
2677,2/4/2025 23:16,Awareness,Tablet,India,Social Media,39,0,0,0,750
2677,2/4/2025 23:18,Interested,Tablet,India,Social Media,104,3,0,0,558
1688,3/21/2025 12:18,Awareness,Desktop,USA,Social Media,128,1,0,0,400
1688,3/21/2025 12:18,Interested,Desktop,USA,Social Media,18,2,0,0,707
2324,3/30/2025 19:04,Awareness,Mobile,India,Social Media,119,0,0,0,680
2324,3/30/2025 19:05,Interested,Mobile,India,Social Media,35,1,0,0,505
2324,3/30/2025 19:06,Proposal & Negotiation,Mobile,India,Social Media,79,4,0,0,527
2324,3/30/2025 19:06,Proposal & Negotiation,Mobile,India,Social Media,18,4,0,0,216
2324,3/30/2025 19:08,Deal Signed,Mobile,India,Social Media,77,1,1,5880,2277
2856,7/9/2025 22:56,Awareness,Desktop,UK,Social Media,119,0,0,0,427
1942,8/3/2025 9:59,Awareness,Mobile,Canada,Google,57,0,0,0,395
1942,8/3/2025 10:00,Interested,Mobile,Canada,Google,32,2,0,0,617
1942,8/3/2025 10:01,Proposal & Negotiation,Mobile,Canada,Google,64,5,0,0,641
1942,8/3/2025 10:03,Proposal & Negotiation,Mobile,Canada,Google,126,2,0,0,739
1942,8/3/2025 10:05,Deal Signed,Mobile,Canada,Google,106,5,2,11290,4445
1401,1/19/2025 19:01,Awareness,Tablet,Germany,Social Media,119,1,0,0,720
1401,1/19/2025 19:04,Interested,Tablet,Germany,Social Media,129,3,0,0,728
1065,1/18/2025 23:01,Awareness,Tablet,UK,Direct,27,1,0,0,380
2895,6/7/2025 17:29,Awareness,Tablet,Australia,Social Media,114,1,0,0,705
2895,6/7/2025 17:31,Interested,Tablet,Australia,Social Media,77,3,0,0,785
2895,6/7/2025 17:32,Proposal & Negotiation,Tablet,Australia,Social Media,83,2,0,0,498
2895,6/7/2025 17:33,Proposal & Negotiation,Tablet,Australia,Social Media,70,5,0,0,792
2895,6/7/2025 17:36,Deal Signed,Tablet,Australia,Social Media,122,5,3,17760,7868
1596,1/24/2025 8:32,Awareness,Tablet,USA,Email,93,1,0,0,594
1596,1/24/2025 8:34,Interested,Tablet,USA,Email,115,1,0,0,404
1884,3/21/2025 23:36,Awareness,Tablet,Australia,Google,126,0,0,0,211
1884,3/21/2025 23:37,Interested,Tablet,Australia,Google,42,2,0,0,264
1884,3/21/2025 23:38,Proposal & Negotiation,Tablet,Australia,Google,103,2,0,0,498
1884,3/21/2025 23:39,Proposal & Negotiation,Tablet,Australia,Google,15,3,0,0,605
1884,3/21/2025 23:41,Deal Signed,Tablet,Australia,Google,122,3,3,27960,12579
2951,5/19/2025 13:25,Awareness,Tablet,India,Email,122,1,0,0,277
1103,1/9/2025 0:30,Awareness,Tablet,Australia,Google,126,0,0,0,320
2526,8/4/2025 4:37,Awareness,Mobile,Canada,Email,88,0,0,0,225
2526,8/4/2025 4:40,Interested,Mobile,Canada,Email,128,3,0,0,228
1966,8/19/2025 22:01,Awareness,Desktop,UK,Google,120,1,0,0,419
1966,8/19/2025 22:03,Interested,Desktop,UK,Google,123,3,0,0,451
1239,7/25/2025 15:53,Awareness,Tablet,UK,Direct,123,1,0,0,352
1239,7/25/2025 15:54,Interested,Tablet,UK,Direct,32,3,0,0,673
1239,7/25/2025 15:56,Proposal & Negotiation,Tablet,UK,Direct,126,2,0,0,675
1239,7/25/2025 15:57,Proposal & Negotiation,Tablet,UK,Direct,61,2,0,0,620
1239,7/25/2025 16:00,Deal Lost,Tablet,UK,Direct,126,4,0,0,349
2787,3/25/2025 15:25,Awareness,Desktop,India,Social Media,31,0,0,0,253
2787,3/25/2025 15:27,Interested,Desktop,India,Social Media,99,2,0,0,321
2437,7/26/2025 13:58,Awareness,Tablet,Germany,Email,42,0,0,0,663
2437,7/26/2025 14:01,Interested,Tablet,Germany,Email,129,1,0,0,699
2437,7/26/2025 14:03,Proposal & Negotiation,Tablet,Germany,Email,122,4,0,0,773
2437,7/26/2025 14:06,Proposal & Negotiation,Tablet,Germany,Email,129,1,0,0,714
2437,7/26/2025 14:06,Deal Lost,Tablet,Germany,Email,25,1,0,0,405
2332,6/4/2025 16:44,Awareness,Mobile,Germany,Direct,61,0,0,0,786
2332,6/4/2025 16:46,Interested,Mobile,Germany,Direct,128,1,0,0,242
2332,6/4/2025 16:48,Proposal & Negotiation,Mobile,Germany,Direct,97,2,0,0,664
2332,6/4/2025 16:49,Proposal & Negotiation,Mobile,Germany,Direct,33,1,0,0,584
2332,6/4/2025 16:50,Deal Signed,Mobile,Germany,Direct,57,3,2,10850,4092
2253,5/16/2025 11:30,Awareness,Mobile,UK,Google,129,0,0,0,261
2253,5/16/2025 11:32,Interested,Mobile,UK,Google,119,2,0,0,528
1367,3/14/2025 2:06,Awareness,Desktop,Australia,Google,128,1,0,0,415
2635,5/26/2025 20:41,Awareness,Mobile,Germany,Google,66,1,0,0,798
2635,5/26/2025 20:41,Interested,Mobile,Germany,Google,46,1,0,0,785
2635,5/26/2025 20:44,Proposal & Negotiation,Mobile,Germany,Google,128,3,0,0,675
1245,8/1/2025 18:09,Awareness,Desktop,Canada,Direct,126,1,0,0,669
1245,8/1/2025 18:11,Interested,Desktop,Canada,Direct,99,1,0,0,421
1053,3/14/2025 16:13,Awareness,Mobile,USA,Direct,126,0,0,0,315
2675,3/30/2025 16:48,Awareness,Mobile,France,Google,67,0,0,0,538
2675,3/30/2025 16:49,Interested,Mobile,France,Google,58,2,0,0,774
2675,3/30/2025 16:50,Proposal & Negotiation,Mobile,France,Google,73,4,0,0,248
2675,3/30/2025 16:51,Proposal & Negotiation,Mobile,France,Google,64,4,0,0,589
2675,3/30/2025 16:54,Deal Signed,Mobile,France,Google,122,4,2,14080,5947
2044,1/20/2025 17:13,Awareness,Mobile,France,Direct,128,0,0,0,719
2044,1/20/2025 17:15,Interested,Mobile,France,Direct,95,1,0,0,338
2126,3/10/2025 18:07,Awareness,Mobile,Australia,Email,126,1,0,0,343
2126,3/10/2025 18:08,Interested,Mobile,Australia,Email,110,3,0,0,204
2099,7/30/2025 15:12,Awareness,Tablet,Canada,Direct,104,1,0,0,576
2099,7/30/2025 15:14,Interested,Tablet,Canada,Direct,122,2,0,0,687
1384,4/20/2025 22:41,Awareness,Tablet,India,Google,29,0,0,0,210
1384,4/20/2025 22:42,Interested,Tablet,India,Google,81,2,0,0,680
2723,4/9/2025 14:16,Awareness,Desktop,Australia,Social Media,76,0,0,0,293
2723,4/9/2025 14:17,Interested,Desktop,Australia,Social Media,65,2,0,0,639
2237,5/19/2025 0:04,Awareness,Desktop,UK,Direct,70,1,0,0,240
2237,5/19/2025 0:05,Interested,Desktop,UK,Direct,68,1,0,0,800
1421,6/25/2025 19:53,Awareness,Mobile,USA,Google,73,1,0,0,360
1421,6/25/2025 19:54,Interested,Mobile,USA,Google,50,1,0,0,795
1266,5/21/2025 17:00,Awareness,Tablet,France,Social Media,69,0,0,0,544
1266,5/21/2025 17:03,Interested,Tablet,France,Social Media,126,2,0,0,679
1266,5/21/2025 17:06,Proposal & Negotiation,Tablet,France,Social Media,126,2,0,0,334
1266,5/21/2025 17:06,Proposal & Negotiation,Tablet,France,Social Media,55,5,0,0,703
1266,5/21/2025 17:09,Deal Lost,Tablet,France,Social Media,122,2,0,0,613
1464,1/4/2025 16:20,Awareness,Mobile,Germany,Direct,84,1,0,0,729
1464,1/4/2025 16:21,Interested,Mobile,Germany,Direct,19,1,0,0,357
2497,7/7/2025 10:54,Awareness,Mobile,Canada,Social Media,122,0,0,0,416
2224,2/15/2025 22:13,Awareness,Mobile,UK,Direct,125,0,0,0,519
2224,2/15/2025 22:13,Interested,Mobile,UK,Direct,19,1,0,0,272
2224,2/15/2025 22:14,Proposal & Negotiation,Mobile,UK,Direct,84,1,0,0,676
2224,2/15/2025 22:15,Proposal & Negotiation,Mobile,UK,Direct,41,2,0,0,507
2224,2/15/2025 22:18,Deal Signed,Mobile,UK,Direct,129,1,1,5290,1770
2389,4/5/2025 15:28,Awareness,Mobile,Australia,Google,114,1,0,0,517
2389,4/5/2025 15:30,Interested,Mobile,Australia,Google,122,2,0,0,417
1900,7/4/2025 8:37,Awareness,Tablet,France,Social Media,61,0,0,0,420
1189,7/7/2025 10:53,Awareness,Tablet,USA,Social Media,124,0,0,0,312
1189,7/7/2025 10:54,Interested,Tablet,USA,Social Media,71,2,0,0,405
2603,4/4/2025 5:15,Awareness,Tablet,Australia,Email,49,1,0,0,489
2603,4/4/2025 5:17,Interested,Tablet,Australia,Email,123,2,0,0,225
2968,4/18/2025 23:38,Awareness,Desktop,Canada,Direct,122,0,0,0,674
1697,7/28/2025 8:58,Awareness,Desktop,USA,Direct,28,0,0,0,770
1697,7/28/2025 8:58,Interested,Desktop,USA,Direct,45,3,0,0,524
1407,5/21/2025 19:00,Awareness,Tablet,Germany,Social Media,40,0,0,0,271
2004,6/22/2025 0:23,Awareness,Desktop,Germany,Google,112,0,0,0,500
2004,6/22/2025 0:25,Interested,Desktop,Germany,Google,87,2,0,0,267
2370,2/6/2025 1:44,Awareness,Tablet,Australia,Email,122,1,0,0,635
2370,2/6/2025 1:45,Interested,Tablet,Australia,Email,59,2,0,0,540
2370,2/6/2025 1:48,Proposal & Negotiation,Tablet,Australia,Email,129,2,0,0,678
2370,2/6/2025 1:50,Proposal & Negotiation,Tablet,Australia,Email,109,1,0,0,219
2370,2/6/2025 1:51,Deal Signed,Tablet,Australia,Email,49,4,2,20790,8825
1263,6/15/2025 20:09,Awareness,Desktop,USA,Social Media,69,1,0,0,512
1263,6/15/2025 20:10,Interested,Desktop,USA,Social Media,71,1,0,0,482
2751,1/30/2025 3:30,Awareness,Desktop,UK,Social Media,128,0,0,0,735
1274,1/9/2025 17:56,Awareness,Mobile,Canada,Google,128,0,0,0,306
1407,6/28/2025 4:20,Awareness,Tablet,Australia,Google,126,1,0,0,556
1407,6/28/2025 4:23,Interested,Tablet,Australia,Google,126,3,0,0,439
1085,2/17/2025 14:28,Awareness,Tablet,Germany,Direct,35,1,0,0,362
1085,2/17/2025 14:31,Interested,Tablet,Germany,Direct,122,1,0,0,223
2304,4/21/2025 2:03,Awareness,Desktop,USA,Direct,129,0,0,0,793
2304,4/21/2025 2:04,Interested,Desktop,USA,Direct,58,2,0,0,365
2024,2/17/2025 7:19,Awareness,Desktop,Australia,Direct,33,1,0,0,531
1857,2/17/2025 14:02,Awareness,Mobile,USA,Social Media,101,1,0,0,486
1857,2/17/2025 14:03,Interested,Mobile,USA,Social Media,85,1,0,0,444
1491,1/20/2025 11:45,Awareness,Desktop,USA,Email,102,1,0,0,351
1491,1/20/2025 11:46,Interested,Desktop,USA,Email,30,2,0,0,218
1491,1/20/2025 11:48,Proposal & Negotiation,Desktop,USA,Email,126,4,0,0,446
1491,1/20/2025 11:51,Proposal & Negotiation,Desktop,USA,Email,126,4,0,0,725
1369,4/22/2025 9:58,Awareness,Mobile,France,Social Media,20,1,0,0,486
1369,4/22/2025 10:00,Interested,Mobile,France,Social Media,69,2,0,0,289
1369,4/22/2025 10:01,Proposal & Negotiation,Mobile,France,Social Media,79,1,0,0,679
1369,4/22/2025 10:02,Proposal & Negotiation,Mobile,France,Social Media,91,4,0,0,649
1369,4/22/2025 10:03,Deal Signed,Mobile,France,Social Media,50,1,1,5350,2102
1392,5/25/2025 12:44,Awareness,Mobile,France,Social Media,30,0,0,0,326
1392,5/25/2025 12:47,Interested,Mobile,France,Social Media,129,1,0,0,580
2067,8/22/2025 8:42,Awareness,Desktop,USA,Email,84,1,0,0,562
1408,8/25/2025 6:53,Awareness,Mobile,USA,Google,23,1,0,0,299
1408,8/25/2025 6:54,Interested,Mobile,USA,Google,61,2,0,0,260
2606,7/30/2025 16:39,Awareness,Desktop,Canada,Direct,100,0,0,0,344
2606,7/30/2025 16:42,Interested,Desktop,Canada,Direct,129,2,0,0,611
1827,2/15/2025 10:57,Awareness,Mobile,Australia,Email,128,1,0,0,702
2508,8/16/2025 19:13,Awareness,Tablet,India,Google,58,0,0,0,742
2508,8/16/2025 19:14,Interested,Tablet,India,Google,87,1,0,0,307
1879,4/13/2025 14:41,Awareness,Desktop,Germany,Email,61,1,0,0,627
1879,4/13/2025 14:43,Interested,Desktop,Germany,Email,90,3,0,0,509
1879,4/13/2025 14:45,Proposal & Negotiation,Desktop,Germany,Email,126,2,0,0,427
1320,4/17/2025 14:20,Awareness,Tablet,USA,Direct,122,1,0,0,613
1777,6/2/2025 7:58,Awareness,Mobile,Canada,Social Media,39,0,0,0,492
1777,6/2/2025 8:00,Interested,Mobile,Canada,Social Media,118,1,0,0,667
1777,6/2/2025 8:01,Proposal & Negotiation,Mobile,Canada,Social Media,88,1,0,0,587
2226,6/19/2025 21:22,Awareness,Desktop,USA,Direct,128,1,0,0,594
2396,8/20/2025 16:02,Awareness,Mobile,France,Social Media,91,1,0,0,723
2396,8/20/2025 16:03,Interested,Mobile,France,Social Media,53,3,0,0,324
2129,6/3/2025 13:56,Awareness,Desktop,UK,Google,59,0,0,0,383
2992,8/14/2025 9:55,Awareness,Desktop,India,Direct,15,1,0,0,728
2992,8/14/2025 9:55,Interested,Desktop,India,Direct,46,1,0,0,615
2834,2/11/2025 8:11,Awareness,Mobile,India,Google,120,1,0,0,263
2834,2/11/2025 8:14,Interested,Mobile,India,Google,129,1,0,0,517
2540,6/1/2025 20:06,Awareness,Tablet,India,Email,74,0,0,0,369
2540,6/1/2025 20:07,Interested,Tablet,India,Email,23,1,0,0,406
1297,7/29/2025 19:22,Awareness,Tablet,UK,Direct,36,1,0,0,585
1048,6/1/2025 9:24,Awareness,Mobile,Germany,Email,80,1,0,0,692
1048,6/1/2025 9:26,Interested,Mobile,Germany,Email,106,1,0,0,584
1929,3/12/2025 7:49,Awareness,Tablet,Australia,Google,129,0,0,0,776
1929,3/12/2025 7:52,Interested,Tablet,Australia,Google,126,1,0,0,291
1929,3/12/2025 7:54,Proposal & Negotiation,Tablet,Australia,Google,129,3,0,0,687
2548,2/18/2025 23:48,Awareness,Tablet,USA,Direct,67,1,0,0,639
2548,2/18/2025 23:49,Interested,Tablet,USA,Direct,83,3,0,0,569
2723,7/31/2025 17:27,Awareness,Desktop,Germany,Direct,117,0,0,0,662
2723,7/31/2025 17:28,Interested,Desktop,Germany,Direct,96,3,0,0,454
1807,6/10/2025 6:55,Awareness,Desktop,India,Direct,118,0,0,0,488
1807,6/10/2025 6:56,Interested,Desktop,India,Direct,58,2,0,0,214
1330,7/24/2025 16:48,Awareness,Tablet,USA,Google,18,0,0,0,560
1793,2/17/2025 13:03,Awareness,Desktop,USA,Email,122,1,0,0,707
1793,2/17/2025 13:06,Interested,Desktop,USA,Email,126,2,0,0,372
1793,2/17/2025 13:08,Proposal & Negotiation,Desktop,USA,Email,123,4,0,0,241
1946,5/16/2025 23:48,Awareness,Tablet,France,Social Media,62,0,0,0,779
2429,4/25/2025 2:13,Awareness,Mobile,Australia,Social Media,122,1,0,0,660
2429,4/25/2025 2:15,Interested,Mobile,Australia,Social Media,122,2,0,0,675
1042,3/12/2025 16:36,Awareness,Mobile,Australia,Social Media,92,0,0,0,717
